Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2022-11-09,Thriller,Michael Jackson,19,11,9,-,https://charts-static.billboard.com/img/1984/02/michael-jackson-52j-thriller-kni-180x180.jpg
2022-11-09,Sweet Nothing,Taylor Swift,20,13,13,2,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-09,Just Wanna Rock,Lil Uzi Vert,21,26,21,2,https://charts-static.billboard.com/img/2022/10/lil-uzi-vert-g7z-justwannarock-uyx-180x180.jpg
2022-11-09,In My Head,Juice WRLD,22,22,1,-,https://charts-static.billboard.com/img/2022/11/juice-wrld-as8-inmyhead-cff-180x180.jpg
2022-11-09,Titi Me Pregunto,Bad Bunny,23,27,4,26,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-09,Tomorrow 2,GloRilla & Cardi B,24,23,3,6,https://charts-static.billboard.com/img/2022/08/glorilla-bn2-tomorrow2-5ob-180x180.jpg
2022-11-09,You Proof,Morgan Wallen,25,29,5,25,https://charts-static.billboard.com/img/2022/05/morgan-wallen-dqx-youproof-uu4-180x180.jpg
2022-11-09,Golden Hour,JVKE,26,37,26,9,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-ig9-180x180.jpg
2022-11-09,Jimmy Cooks,Drake Featuring 21 Savage,27,33,1,20,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-09,Me Porto Bonito,Bad Bunny & Chencho Corleone,28,28,1,26,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-09,California Breeze,Lil Baby,29,22,2,3,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2022-11-09,Wait For U,Future Featuring Drake & Tems,30,31,1,27,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2022-11-09,Rock And A Hard Place,Bailey Zimmerman,31,32,11,21,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-11-09,As It Was,Harry Styles,32,35,1,31,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-11-09,Ghostbusters,Ray Parker Jr.,33,32,2,-,https://charts-static.billboard.com/img/1984/06/ray-parker-jr-000-ghostbusters-b4m-180x180.jpg
2022-11-09,I'm Good (Blue),David Guetta & Bebe Rexha,34,38,14,9,https://charts-static.billboard.com/img/2022/09/david-guetta-ruw-imgoodblue-d17-180x180.jpg
2022-11-09,Monster Mash,Bobby "Boris" Pickett And The Crypt-Kickers,35,26,3,-,https://charts-static.billboard.com/img/1962/10/bobby-boris-pickett-and-the-crypt-kickers-000-monster-mash-mjg-180x180.jpg
2022-11-09,Would've; Could've; Should've,Taylor Swift,36,17,17,2,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-09,This Is Halloween,The Citizens of Halloween,37,34,2,-,https://charts-static.billboard.com/img/1985/01/danny-elfman-pge-180x180.jpg
2022-11-09,Wasted On You,Morgan Wallen,38,41,3,43,https://charts-static.billboard.com/img/2021/01/morgan-wallen-dqx-wastedonyou-32x-180x180.jpg
2022-11-09,Super Freaky Girl,Nicki Minaj,39,39,1,12,https://charts-static.billboard.com/img/2022/08/nicki-minaj-000-superfreakygirl-wpa-180x180.jpg
2022-11-09,Forever,Lil Baby Featuring Fridayy,40,25,3,3,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2022-11-09,Romantic Homicide,d4vd,41,40,14,8,https://charts-static.billboard.com/img/2022/08/d4vd-7p1-romantichomicide-98c-180x180.jpg
2022-11-09,Thank God,Kane Brown With Katelyn Brown,42,49,12,8,https://charts-static.billboard.com/img/2022/09/kane-brown-dqa-thankgod-qyu-180x180.jpg
2022-11-09,I Ain't Worried,OneRepublic,43,36,10,19,https://charts-static.billboard.com/img/2022/06/onerepublic-m2z-i-aint-worried-p2t-180x180.jpg
2022-11-09,Die For You,The Weeknd & Ariana Grande,44,23,10,-,https://charts-static.billboard.com/img/2016/12/the-weeknd-jlk-dieforyou-ix0-180x180.jpg
2022-11-09,Cuff It,Beyonce,45,44,4,9,https://charts-static.billboard.com/img/2022/08/beyonce-0na-cuffit-sb9-180x180.jpg
2022-11-09,The Kind Of Love We Make,Luke Combs,46,45,7,20,https://charts-static.billboard.com/img/2022/06/luke-combs-9dm-the-kind-of-love-we-make-oo9-180x180.jpg
2022-11-09,Somebody's Watching Me,Rockwell,47,21,2,-,https://charts-static.billboard.com/img/1984/01/rockwell-000-somebodys-watching-me-kxm-180x180.jpg
2022-11-09,The Great War,Taylor Swift,48,20,20,2,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-09,Made You Look,Meghan Trainor,49,49,1,-,https://charts-static.billboard.com/img/2022/11/meghan-trainor-3k0-madeyoulook-t6c-180x180.jpg
2022-11-09,Bigger Than The Whole Sky,Taylor Swift,50,19,19,2,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Rich Flex,Drake & 21 Savage,1,1,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Major Distribution,Drake & 21 Savage,2,2,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,On BS,Drake & 21 Savage,3,3,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Spin Bout U,Drake & 21 Savage,4,4,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,5,5,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Privileged Rappers,Drake & 21 Savage,6,6,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,BackOutsideBoyz,Drake,7,7,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Circo Loco,Drake & 21 Savage,8,8,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Hours In Silence,Drake & 21 Savage,9,9,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Broke Boys,Drake & 21 Savage,10,10,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Anti-Hero,Taylor Swift,11,1,1,3,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-antihero-fgo-180x180.jpg
2022-11-16,Treacherous Twins,Drake & 21 Savage,12,12,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Middle Of The Ocean,Drake,13,13,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Jumbotron Shit Poppin,Drake,14,14,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,More M's,Drake & 21 Savage,15,15,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Unholy,Sam Smith & Kim Petras,16,3,1,7,https://charts-static.billboard.com/img/2022/10/sam-smith-jw8-unholy-7a7-180x180.jpg
2022-11-16,I Guess It's Fuck Me,Drake,17,17,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,Lavender Haze,Taylor Swift,18,4,2,3,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-lavenderhaze-ibu-180x180.jpg
2022-11-16,3AM On Glenwood,21 Savage,19,19,1,-,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-180x180.jpg
2022-11-16,Midnight Rain,Taylor Swift,20,5,5,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Bad Habit,Steve Lacy,21,11,1,18,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-11-16,Something In The Orange,Zach Bryan,22,15,3,29,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-11-16,Bejeweled,Taylor Swift,23,6,6,3,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-bejeweled-as9-180x180.jpg
2022-11-16,Maroon,Taylor Swift,24,8,3,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Karma,Taylor Swift,25,10,8,3,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-karma-5at-180x180.jpg
2022-11-16,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,26,9,4,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,You're On Your Own; Kid,Taylor Swift,27,12,7,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Just Wanna Rock,Lil Uzi Vert,28,21,21,3,https://charts-static.billboard.com/img/2022/10/lil-uzi-vert-g7z-justwannarock-uyx-180x180.jpg
2022-11-16,Shirt,SZA,29,7,7,2,https://charts-static.billboard.com/img/2022/11/sza-xyh-shirt-e9d-180x180.jpg
2022-11-16,Under The Influence,Chris Brown,30,16,7,12,https://charts-static.billboard.com/img/2022/08/chris-brown-94g-undertheinfluence-oac-180x180.jpg
2022-11-16,Vigilante Shit,Taylor Swift,31,13,9,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Die For You,Joji,32,32,1,-,https://charts-static.billboard.com/img/2017/11/joji-77h-180x180.jpg
2022-11-16,Question...?,Taylor Swift,33,14,10,3,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-questionX-oxp-180x180.jpg
2022-11-16,Jimmy Cooks,Drake Featuring 21 Savage,34,27,1,21,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-16,You Proof,Morgan Wallen,35,25,5,26,https://charts-static.billboard.com/img/2022/05/morgan-wallen-dqx-youproof-uu4-180x180.jpg
2022-11-16,Rock And A Hard Place,Bailey Zimmerman,36,31,11,22,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-11-16,Golden Hour,JVKE,37,26,26,10,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-ig9-180x180.jpg
2022-11-16,Mastermind,Taylor Swift,38,17,12,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Titi Me Pregunto,Bad Bunny,39,23,4,27,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-16,As It Was,Harry Styles,40,32,1,32,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-11-16,Lift Me Up,Rihanna,41,2,2,2,https://charts-static.billboard.com/img/2022/11/rihanna-k0p-liftmeup-5gp-180x180.jpg
2022-11-16,Hotel Lobby (Unc And Phew),Quavo & Takeoff,42,37,3,-,https://charts-static.billboard.com/img/2022/06/quavotakeoff-b88-hotellobbyuncandphew-506-180x180.jpg
2022-11-16,Tomorrow 2,GloRilla & Cardi B,43,24,3,7,https://charts-static.billboard.com/img/2022/08/glorilla-bn2-tomorrow2-5ob-180x180.jpg
2022-11-16,Labyrinth,Taylor Swift,44,18,11,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Me Porto Bonito,Bad Bunny & Chencho Corleone,45,28,1,27,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-16,I'm Good (Blue),David Guetta & Bebe Rexha,46,34,14,10,https://charts-static.billboard.com/img/2022/09/david-guetta-ruw-imgoodblue-d17-180x180.jpg
2022-11-16,Wait For U,Future Featuring Drake & Tems,47,30,1,28,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2022-11-16,Sweet Nothing,Taylor Swift,48,20,13,3,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-16,Thank God,Kane Brown With Katelyn Brown,49,42,12,9,https://charts-static.billboard.com/img/2022/09/kane-brown-dqa-thankgod-qyu-180x180.jpg
2022-11-16,Made You Look,Meghan Trainor,50,49,49,2,https://charts-static.billboard.com/img/2022/11/meghan-trainor-3k0-madeyoulook-t6c-180x180.jpg
2022-11-23,Rich Flex,Drake & 21 Savage,1,1,1,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Anti-Hero,Taylor Swift,2,11,1,4,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-antihero-fgo-180x180.jpg
2022-11-23,Major Distribution,Drake & 21 Savage,3,2,2,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Spin Bout U,Drake & 21 Savage,4,4,4,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Unholy,Sam Smith & Kim Petras,5,16,1,8,https://charts-static.billboard.com/img/2022/10/sam-smith-jw8-unholy-7a7-180x180.jpg
2022-11-23,On BS,Drake & 21 Savage,6,3,3,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,7,5,5,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Bad Habit,Steve Lacy,8,21,1,19,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-11-23,Circo Loco,Drake & 21 Savage,9,8,8,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Privileged Rappers,Drake & 21 Savage,10,6,6,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,BackOutsideBoyz,Drake,11,7,7,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Something In The Orange,Zach Bryan,12,22,3,30,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-11-23,Lavender Haze,Taylor Swift,13,18,2,4,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-lavenderhaze-ibu-180x180.jpg
2022-11-23,Midnight Rain,Taylor Swift,14,20,5,4,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-23,Broke Boys,Drake & 21 Savage,15,10,10,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Bejeweled,Taylor Swift,16,23,6,4,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-bejeweled-as9-180x180.jpg
2022-11-23,All I Want For Christmas Is You,Mariah Carey,17,1,48,-,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg
2022-11-23,Hours In Silence,Drake & 21 Savage,18,9,9,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Maroon,Taylor Swift,19,24,3,4,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-23,Under The Influence,Chris Brown,20,30,7,13,https://charts-static.billboard.com/img/2022/08/chris-brown-94g-undertheinfluence-oac-180x180.jpg
2022-11-23,Karma,Taylor Swift,21,25,8,4,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-karma-5at-180x180.jpg
2022-11-23,Just Wanna Rock,Lil Uzi Vert,22,28,21,4,https://charts-static.billboard.com/img/2022/10/lil-uzi-vert-g7z-justwannarock-uyx-180x180.jpg
2022-11-23,You're On Your Own; Kid,Taylor Swift,23,27,7,4,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-23,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,24,26,4,4,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-23,Lift Me Up,Rihanna,25,41,2,3,https://charts-static.billboard.com/img/2022/11/rihanna-k0p-liftmeup-5gp-180x180.jpg
2022-11-23,Jumbotron Shit Poppin,Drake,26,14,14,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,You Proof,Morgan Wallen,27,35,5,27,https://charts-static.billboard.com/img/2022/05/morgan-wallen-dqx-youproof-uu4-180x180.jpg
2022-11-23,Tomorrow 2,GloRilla & Cardi B,28,43,3,8,https://charts-static.billboard.com/img/2022/08/glorilla-bn2-tomorrow2-5ob-180x180.jpg
2022-11-23,Rockin' Around The Christmas Tree,Brenda Lee,29,2,37,-,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg
2022-11-23,Treacherous Twins,Drake & 21 Savage,30,12,12,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Titi Me Pregunto,Bad Bunny,31,39,4,28,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-23,Rock And A Hard Place,Bailey Zimmerman,32,36,11,23,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-11-23,Jimmy Cooks,Drake Featuring 21 Savage,33,34,1,22,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Jingle Bell Rock,Bobby Helms,34,2,30,-,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg
2022-11-23,Golden Hour,JVKE,35,37,26,11,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-ig9-180x180.jpg
2022-11-23,Shirt,SZA,36,29,7,3,https://charts-static.billboard.com/img/2022/11/sza-xyh-shirt-e9d-180x180.jpg
2022-11-23,Vigilante Shit,Taylor Swift,37,31,9,4,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-23,Hotel Lobby (Unc And Phew),Quavo & Takeoff,38,42,37,4,https://charts-static.billboard.com/img/2022/06/quavotakeoff-b88-hotellobbyuncandphew-506-180x180.jpg
2022-11-23,Made You Look,Meghan Trainor,39,50,39,3,https://charts-static.billboard.com/img/2022/11/meghan-trainor-3k0-madeyoulook-t6c-180x180.jpg
2022-11-23,As It Was,Harry Styles,40,40,1,33,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-11-23,I'm Good (Blue),David Guetta & Bebe Rexha,41,46,14,11,https://charts-static.billboard.com/img/2022/09/david-guetta-ruw-imgoodblue-d17-180x180.jpg
2022-11-23,Question...?,Taylor Swift,42,33,10,4,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-questionX-oxp-180x180.jpg
2022-11-23,Me Porto Bonito,Bad Bunny & Chencho Corleone,43,45,1,28,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-23,Middle Of The Ocean,Drake,44,13,13,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-23,Wait For U,Future Featuring Drake & Tems,45,47,1,29,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2022-11-23,A Holly Jolly Christmas,Burl Ives,46,3,26,-,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg
2022-11-23,Romantic Homicide,d4vd,47,14,9,-,https://charts-static.billboard.com/img/2022/08/d4vd-7p1-romantichomicide-98c-180x180.jpg
2022-11-23,Wait In The Truck,HARDY Featuring Lainey Wilson,48,48,2,-,https://charts-static.billboard.com/img/2022/09/hardy-tzj-waitinthetruck-q88-180x180.jpg
2022-11-23,Wasted On You,Morgan Wallen,49,3,44,-,https://charts-static.billboard.com/img/2021/01/morgan-wallen-dqx-wastedonyou-32x-180x180.jpg
2022-11-23,Thank God,Kane Brown With Katelyn Brown,50,49,12,10,https://charts-static.billboard.com/img/2022/09/kane-brown-dqa-thankgod-qyu-180x180.jpg
2022-11-30,Rich Flex,Drake & 21 Savage,1,1,1,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,Anti-Hero,Taylor Swift,2,2,1,5,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-antihero-fgo-180x180.jpg
2022-11-30,All I Want For Christmas Is You,Mariah Carey,3,17,1,49,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg
2022-11-30,Rockin' Around The Christmas Tree,Brenda Lee,4,29,2,38,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg
2022-11-30,Unholy,Sam Smith & Kim Petras,5,5,1,9,https://charts-static.billboard.com/img/2022/10/sam-smith-jw8-unholy-7a7-180x180.jpg
2022-11-30,Jingle Bell Rock,Bobby Helms,6,34,2,31,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg
2022-11-30,A Holly Jolly Christmas,Burl Ives,7,46,3,27,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg
2022-11-30,Something In The Orange,Zach Bryan,8,12,3,31,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-11-30,Bad Habit,Steve Lacy,9,8,1,20,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-11-30,Just Wanna Rock,Lil Uzi Vert,10,22,10,5,https://charts-static.billboard.com/img/2022/10/lil-uzi-vert-g7z-justwannarock-uyx-180x180.jpg
2022-11-30,Major Distribution,Drake & 21 Savage,11,3,2,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,Spin Bout U,Drake & 21 Savage,12,4,4,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,On BS,Drake & 21 Savage,13,6,3,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,It's The Most Wonderful Time Of The Year,Andy Williams,14,3,29,-,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg
2022-11-30,Lavender Haze,Taylor Swift,15,13,2,5,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-lavenderhaze-ibu-180x180.jpg
2022-11-30,Under The Influence,Chris Brown,16,20,7,14,https://charts-static.billboard.com/img/2022/08/chris-brown-94g-undertheinfluence-oac-180x180.jpg
2022-11-30,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,17,7,5,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,Last Christmas,Wham!,18,6,28,-,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg
2022-11-30,Bejeweled,Taylor Swift,19,16,6,5,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-bejeweled-as9-180x180.jpg
2022-11-30,Circo Loco,Drake & 21 Savage,20,9,8,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,Tomorrow 2,GloRilla & Cardi B,21,28,3,9,https://charts-static.billboard.com/img/2022/08/glorilla-bn2-tomorrow2-5ob-180x180.jpg
2022-11-30,You Proof,Morgan Wallen,22,27,5,28,https://charts-static.billboard.com/img/2022/05/morgan-wallen-dqx-youproof-uu4-180x180.jpg
2022-11-30,Midnight Rain,Taylor Swift,23,14,5,5,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-30,Made You Look,Meghan Trainor,24,39,24,4,https://charts-static.billboard.com/img/2022/11/meghan-trainor-3k0-madeyoulook-t6c-180x180.jpg
2022-11-30,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,25,5,18,-,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg
2022-11-30,Titi Me Pregunto,Bad Bunny,26,31,4,29,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-30,Rock And A Hard Place,Bailey Zimmerman,27,32,11,24,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-11-30,The Christmas Song (Merry Christmas To You),Nat "King" Cole,28,5,28,-,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg
2022-11-30,Golden Hour,JVKE,29,35,26,12,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-ig9-180x180.jpg
2022-11-30,Maroon,Taylor Swift,30,19,3,5,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-30,Underneath The Tree,Kelly Clarkson,31,9,15,-,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg
2022-11-30,Privileged Rappers,Drake & 21 Savage,32,10,6,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,As It Was,Harry Styles,33,40,1,34,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-11-30,Hotel Lobby (Unc And Phew),Quavo & Takeoff,34,38,34,5,https://charts-static.billboard.com/img/2022/06/quavotakeoff-b88-hotellobbyuncandphew-506-180x180.jpg
2022-11-30,Karma,Taylor Swift,35,21,8,5,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-karma-5at-180x180.jpg
2022-11-30,Santa Tell Me,Ariana Grande,36,13,15,-,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg
2022-11-30,Lift Me Up,Rihanna,37,25,2,4,https://charts-static.billboard.com/img/2022/11/rihanna-k0p-liftmeup-5gp-180x180.jpg
2022-11-30,You're On Your Own; Kid,Taylor Swift,38,23,7,5,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-30,BackOutsideBoyz,Drake,39,11,7,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,Broke Boys,Drake & 21 Savage,40,15,10,3,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,I'm Good (Blue),David Guetta & Bebe Rexha,41,41,14,12,https://charts-static.billboard.com/img/2022/09/david-guetta-ruw-imgoodblue-d17-180x180.jpg
2022-11-30,Sleigh Ride,The Ronettes,42,8,21,-,https://charts-static.billboard.com/img/2001/12/the-ronettes-k1e-sleigh-ride-60v-180x180.jpg
2022-11-30,Me Porto Bonito,Bad Bunny & Chencho Corleone,43,43,1,29,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-11-30,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,44,24,4,5,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2022-11-30,Let It Snow; Let It Snow; Let It Snow!,Dean Martin,45,5,24,-,https://charts-static.billboard.com/img/2011/12/dean-martin-tc6-letitsnowletitsnowletitsnow-ipd-180x180.jpg
2022-11-30,Jimmy Cooks,Drake Featuring 21 Savage,46,33,1,23,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-11-30,Wasted On You,Morgan Wallen,47,49,3,45,https://charts-static.billboard.com/img/2021/01/morgan-wallen-dqx-wastedonyou-32x-180x180.jpg
2022-11-30,Wait For U,Future Featuring Drake & Tems,48,45,1,30,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2022-11-30,The Kind Of Love We Make,Luke Combs,49,7,21,-,https://charts-static.billboard.com/img/2022/06/luke-combs-9dm-the-kind-of-love-we-make-oo9-180x180.jpg
